t_ms,vx,vy,vz
295.942,-0.011,-0.014,0.050
296.004,-0.012,-0.012,0.051
296.067,-0.014,-0.011,0.050
296.108,-0.015,-0.010,0.050
296.171,-0.017,-0.008,0.049
296.233,-0.017,-0.008,0.049
296.296,-0.017,-0.006,0.050
296.358,-0.017,-0.006,0.050
296.421,-0.017,-0.005,0.051
296.483,-0.015,-0.004,0.052
296.525,-0.014,-0.004,0.053
296.588,-0.013,-0.003,0.053
296.650,-0.013,-0.003,0.054
296.713,-0.012,-0.003,0.054
296.775,-0.012,-0.003,0.054
296.837,-0.013,-0.003,0.054
296.879,-0.013,-0.004,0.054
296.941,-0.013,-0.004,0.054
297.004,-0.013,-0.005,0.054
297.066,-0.013,-0.007,0.054
297.128,-0.013,-0.007,0.053
297.170,-0.013,-0.009,0.054
297.232,-0.013,-0.009,0.054
297.295,-0.013,-0.011,0.053
297.358,-0.013,-0.012,0.053
297.420,-0.015,-0.014,0.051
297.482,-0.016,-0.015,0.050
297.524,-0.016,-0.016,0.049
297.586,-0.017,-0.017,0.048
297.649,-0.019,-0.018,0.047
297.711,-0.019,-0.019,0.046
297.774,-0.019,-0.020,0.046
297.836,-0.018,-0.022,0.046
297.878,-0.017,-0.023,0.045
297.940,-0.017,-0.024,0.044
298.003,-0.018,-0.026,0.043
298.065,-0.019,-0.026,0.042
298.127,-0.020,-0.026,0.042
298.169,-0.023,-0.026,0.041
298.231,-0.024,-0.026,0.039
298.294,-0.026,-0.026,0.039
298.357,-0.028,-0.026,0.038
298.419,-0.029,-0.025,0.038
298.482,-0.030,-0.026,0.037
298.544,-0.030,-0.027,0.036
298.606,-0.031,-0.028,0.036
298.669,-0.151,-0.095,0.059
298.731,-0.031,-0.029,0.036
298.794,-0.031,-0.029,0.036
298.856,-0.030,-0.028,0.037
298.918,-0.029,-0.025,0.040
298.981,-0.029,-0.025,0.040
299.043,-0.027,-0.025,0.042
299.106,-0.028,-0.025,0.041
299.168,-0.026,-0.024,0.042
299.230,-0.024,-0.022,0.045
299.293,-0.021,-0.021,0.048
299.355,-0.019,-0.018,0.051
299.417,-0.018,-0.016,0.052
299.480,-0.017,-0.012,0.054
299.562,-0.016,-0.009,0.056
299.625,-0.016,-0.006,0.056
299.687,-0.017,-0.004,0.056
299.749,-0.017,-0.002,0.056
299.812,-0.017,0.000,0.056
299.874,-0.017,0.001,0.055
299.937,-0.015,0.004,0.056
299.999,-0.013,0.005,0.057
300.062,-0.010,0.006,0.058
300.124,-0.007,0.009,0.059
300.187,-0.002,0.011,0.060
300.249,0.001,0.012,0.060
300.312,0.005,0.014,0.061
300.374,0.007,0.014,0.061
300.436,0.011,0.016,0.061
300.498,0.016,0.016,0.061
300.581,0.019,0.017,0.060
300.644,0.022,0.017,0.060
300.706,0.025,0.017,0.059
300.768,0.028,0.018,0.059
300.810,0.030,0.020,0.057
300.873,0.034,0.020,0.056
300.935,0.037,0.020,0.056
300.998,0.039,0.019,0.056
301.060,0.042,0.018,0.055
301.122,0.044,0.018,0.055
301.164,0.048,0.018,0.054
301.226,0.050,0.018,0.054
301.309,0.055,0.018,0.052
301.371,0.057,0.017,0.052
301.433,0.061,0.017,0.050
301.496,0.062,0.017,0.049
301.559,0.065,0.015,0.048
301.621,0.067,0.014,0.047
301.684,0.070,0.014,0.045
301.747,0.071,0.014,0.045
301.809,0.074,0.012,0.043
301.872,0.076,0.014,0.040
301.934,0.077,0.015,0.039
301.997,0.079,0.016,0.037
302.059,0.080,0.017,0.036
302.101,0.081,0.019,0.034
302.163,0.082,0.020,0.033
302.225,0.082,0.021,0.031
302.288,0.083,0.020,0.031
302.329,0.083,0.020,0.031
302.392,0.083,0.020,0.031
302.454,0.080,0.019,0.033
302.517,0.080,0.019,0.034
302.559,0.076,0.020,0.036
302.622,0.075,0.020,0.036
302.684,0.073,0.021,0.037
302.746,0.072,0.022,0.036
302.788,0.071,0.021,0.037
302.850,0.071,0.023,0.036
302.913,0.070,0.023,0.036
302.975,0.067,0.024,0.037
303.017,0.066,0.024,0.037
303.080,0.065,0.023,0.038
303.142,0.063,0.023,0.039
303.204,0.061,0.021,0.042
303.246,0.060,0.021,0.042
303.308,0.059,0.021,0.043
303.371,0.054,0.022,0.043
303.433,0.053,0.023,0.042
303.475,0.048,0.025,0.042
303.537,0.045,0.025,0.042
303.600,0.043,0.025,0.042
303.663,0.041,0.025,0.042
303.725,0.039,0.024,0.043
303.787,0.038,0.025,0.043
303.829,0.037,0.024,0.043
303.891,0.036,0.023,0.044
303.954,0.034,0.023,0.044
304.016,0.033,0.021,0.046
304.078,0.033,0.021,0.046
304.120,0.033,0.019,0.048
304.183,0.033,0.017,0.049
304.245,0.033,0.015,0.051
304.287,0.032,0.013,0.052
304.349,0.031,0.011,0.053
304.412,0.031,0.011,0.053
304.475,0.031,0.008,0.054
304.517,0.030,0.005,0.055
304.579,0.028,0.004,0.055
304.642,0.026,0.002,0.054
304.705,0.025,0.001,0.054
304.768,0.020,-0.001,0.053
304.830,0.019,-0.002,0.052
304.872,0.017,-0.002,0.052
304.935,0.014,-0.003,0.050
304.998,0.012,-0.004,0.049
305.060,0.009,-0.006,0.047
305.102,0.008,-0.006,0.046
305.164,0.006,-0.006,0.045
305.227,0.005,-0.008,0.043
305.289,0.003,-0.009,0.042
305.351,0.002,-0.009,0.041
305.393,0.000,-0.011,0.039
305.455,0.000,-0.012,0.039
305.518,0.000,-0.014,0.037
305.580,-0.000,-0.016,0.036
305.622,-0.000,-0.019,0.034
305.685,-0.001,-0.020,0.032
305.747,-0.001,-0.022,0.031
305.809,-0.001,-0.024,0.029
305.851,-0.001,-0.025,0.027
305.913,-0.001,-0.028,0.025
305.975,0.000,-0.029,0.024
306.037,0.002,-0.032,0.023
306.100,0.002,-0.033,0.022
306.142,0.003,-0.033,0.022
306.204,0.005,-0.035,0.020
306.267,0.006,-0.035,0.021
306.329,0.008,-0.037,0.021
306.371,0.008,-0.037,0.021
306.433,0.010,-0.037,0.021
306.496,0.011,-0.038,0.021
306.558,0.012,-0.038,0.022
306.600,0.011,-0.037,0.022
306.662,0.011,-0.037,0.023
